Sitename,SPECIES,COMMONNAME,LAT,LONG
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3814886,-6.379176413
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38140758,-6.379542589
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3824697,-6.380103857
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38485726,-6.382056962
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38512904,-6.3825446
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38541533,-6.38307453
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38600518,-6.382127192
"Springlawn Court, Blanchardstown",Acer platanoides,Norway Maple,53.38807766,-6.385555192
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38810827,-6.383846188
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38793774,-6.384140347
"Springlawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38902802,-6.384658808
"Springlawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38820558,-6.383513768
"Woodview Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38545481,-6.384981126
"Woodview Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38435416,-6.388014801
"Woodview Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38508139,-6.385767515
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38277912,-6.371892698
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.38070155,-6.391863845
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.38095232,-6.391122195
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38124903,-6.387812789
"Orchard Court, Blanchardstown",Acer platanoides,Norway Maple,53.38487228,-6.390710096
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38121026,-6.378584185
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38497372,-6.382243125
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38477202,-6.38194732
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38497372,-6.382243125
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.3882989,-6.384287347
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38653222,-6.381426009
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38779874,-6.384340117
"Coolmine Boulevard, Blanchardstown",Acer platanoides,Norway Maple,53.38553556,-6.39148588
"Springlawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38820558,-6.383513768
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38561171,-6.389889346
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38627195,-6.389978951
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38632438,-6.390068507
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38638541,-6.390163302
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38651093,-6.390355615
"Broadway Road, Blanchardstown",Acer platanoides,Norway Maple,53.38652821,-6.391183601
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38211656,-6.381687057
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38201296,-6.381595102
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38185225,-6.381525904
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.3817617,-6.381495074
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.3816999,-6.381463154
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38145212,-6.381315054
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38114282,-6.381155463
"Brompton Green, Blanchardstown",Acer platanoides,Norway Maple,53.38098605,-6.381072442
"Brompton Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38144712,-6.38382972
"Brompton Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38121892,-6.383706865
"Brompton Lawn, Blanchardstown",Acer platanoides,Norway Maple,53.38157369,-6.382725411
"Brompton Lawn, Blanchardstown",Acer platanoides,Norway Maple,53.38110165,-6.382480155
"Brookhaven Drive, Blanchardstown",Acer platanoides,Norway Maple,53.39698196,-6.385013681
"Brookhaven Drive, Blanchardstown",Acer platanoides,Norway Maple,53.39683913,-6.385090054
"Coolmine Boulevard, Blanchardstown",Acer platanoides,Norway Maple,53.38469398,-6.389716277
"Coolmine Court, Blanchardstown",Acer platanoides,Norway Maple,53.38232828,-6.392737928
"Coolmine Court, Blanchardstown",Acer platanoides,Norway Maple,53.38230127,-6.391940448
"Coolmine Court, Blanchardstown",Acer platanoides,Norway Maple,53.38207696,-6.391805526
"Coolmine Court, Blanchardstown",Acer platanoides,Norway Maple,53.38177173,-6.392200725
"Coolmine Court, Blanchardstown",Acer platanoides,Norway Maple,53.38169911,-6.392486456
"Coolmine Mews, Blanchardstown",Acer platanoides,Norway Maple,53.38260867,-6.392780414
"Coolmine Mews, Blanchardstown",Acer platanoides,Norway Maple,53.38260867,-6.392780414
"Coolmine Mews, Blanchardstown",Acer platanoides,Norway Maple,53.38269217,-6.392614502
"Corduff Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39641482,-6.376836902
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38003622,-6.392276208
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38028336,-6.391024945
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38038684,-6.390542535
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.3804275,-6.39029273
"Glenville Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.38270448,-6.387545864
"Glenville Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.38264966,-6.387638562
"Glenville Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.38233556,-6.387356465
"Glenville Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.3837287,-6.385825173
"Glenville Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.38308827,-6.386794913
"Glenville Court, Blanchardstown",Acer platanoides,Norway Maple,53.38100473,-6.391736694
"Glenville Court, Blanchardstown",Acer platanoides,Norway Maple,53.38163674,-6.391452413
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.3812029,-6.39125266
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.38073501,-6.391686449
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.38105115,-6.391174374
"Glenville Garth, Blanchardstown",Acer platanoides,Norway Maple,53.38095232,-6.391122195
"Glenville Green, Blanchardstown",Acer platanoides,Norway Maple,53.38300907,-6.385377029
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38145829,-6.388735466
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38173332,-6.38825407
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38193526,-6.388382752
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.3820712,-6.388714267
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38207059,-6.388669202
"Glenville Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38192663,-6.389001522
"Glenville Lawn, Blanchardstown",Acer platanoides,Norway Maple,53.38190981,-6.389512843
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38104218,-6.388830686
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38127098,-6.387681509
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38130603,-6.387515619
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38138955,-6.387166198
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38146184,-6.386743559
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38146184,-6.386743559
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38159585,-6.386114341
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38176989,-6.386366102
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38101,-6.388956791
"Glenville Road, Blanchardstown",Acer platanoides,Norway Maple,53.38170463,-6.387381371
"Hazel Lawn, Blanchardstown",Acer platanoides,Norway Maple,53.38505163,-6.380831546
"Hazelwood Court, Blanchardstown",Acer platanoides,Norway Maple,53.39439003,-6.41779608
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39343883,-6.417643316
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.3934628,-6.417106351
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39317043,-6.417061281
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39304565,-6.417029836
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39291627,-6.417010736
"Hazelwood Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39308694,-6.417616389
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.3946993,-6.416263068
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.3946993,-6.416263068
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39535077,-6.417468022
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39476275,-6.416432393
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39534938,-6.417362837
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39534977,-6.417392891
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39534958,-6.417377864
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39512497,-6.417265632
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39512497,-6.417265632
"Hazelwood Green, Blanchardstown",Acer platanoides,Norway Maple,53.39512497,-6.417265632
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40084071,-6.412265609
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.4008351,-6.412181919
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40073257,-6.411675281
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40074004,-6.411460443
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40039406,-6.41137711
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40040123,-6.41103163
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40075,-6.410986602
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40075476,-6.410790662
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40040708,-6.410695067
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40075822,-6.410497037
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40042998,-6.409870569
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40044311,-6.409305347
"Huntstown Drive, Blanchardstown",Acer platanoides,Norway Maple,53.40135409,-6.408953943
"Huntstown Green, Blanchardstown",Acer platanoides,Norway Maple,53.4008934,-6.409858694
"Huntstown Green, Blanchardstown",Acer platanoides,Norway Maple,53.40118031,-6.409871146
"Huntstown Green, Blanchardstown",Acer platanoides,Norway Maple,53.40137039,-6.409893826
"Orchard Court, Blanchardstown",Acer platanoides,Norway Maple,53.38429397,-6.391391878
"Orchard Court, Blanchardstown",Acer platanoides,Norway Maple,53.384048,-6.392216969
"Orchard Green, Blanchardstown",Acer platanoides,Norway Maple,53.38559015,-6.392075864
"Pinebrook Glen, Blanchardstown",Acer platanoides,Norway Maple,53.39763722,-6.412001245
"Pinebrook View, Blanchardstown",Acer platanoides,Norway Maple,53.39807942,-6.414468046
"Ramor Park, Blanchardstown",Acer platanoides,Norway Maple,53.38669703,-6.379632453
"Roselawn Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.38412868,-6.384298941
"Roselawn Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.38418406,-6.384400698
"Roselawn Glade, Blanchardstown",Acer platanoides,Norway Maple,53.38440086,-6.383893644
"Roselawn Glade, Blanchardstown",Acer platanoides,Norway Maple,53.38435614,-6.383988974
"Roselawn Glade, Blanchardstown",Acer platanoides,Norway Maple,53.38477567,-6.383343771
"Roselawn Glade, Blanchardstown",Acer platanoides,Norway Maple,53.38477567,-6.383343771
"Roselawn Glade, Blanchardstown",Acer platanoides,Norway Maple,53.38459918,-6.383608226
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38228707,-6.372085069
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38206472,-6.375821671
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38204579,-6.375955399
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38205094,-6.376076789
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38201648,-6.376344114
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38199476,-6.376524389
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38183268,-6.377583489
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38177795,-6.37788059
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38175846,-6.37797391
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38172244,-6.378120009
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38166373,-6.378382542
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38163406,-6.378493532
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38154659,-6.378920822
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38146961,-6.379286694
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38164723,-6.376072321
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38140758,-6.379542589
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38161901,-6.376217371
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38161375,-6.376345919
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38205506,-6.379890109
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38159245,-6.376490707
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38215783,-6.379921223
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38221693,-6.379985107
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38231965,-6.380012317
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38153942,-6.376866193
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38237595,-6.380049104
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3815135,-6.377015064
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38150345,-6.377128313
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38148437,-6.377265201
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38142763,-6.377539683
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38278608,-6.380274747
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38139686,-6.377669199
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38284259,-6.380327008
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38137991,-6.377803751
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3812643,-6.378342421
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3843522,-6.381523623
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38124136,-6.378459767
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38118309,-6.378694777
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38457148,-6.381736994
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38116044,-6.378832701
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38463282,-6.381800798
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38112942,-6.378964028
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38109841,-6.379095356
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38117786,-6.379434091
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38519117,-6.382666694
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38522957,-6.382754818
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38530348,-6.38288428
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38135112,-6.380209158
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38544681,-6.383162917
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38160716,-6.380363851
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38182188,-6.380492612
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38198268,-6.380568716
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38213935,-6.380644977
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38223845,-6.380709747
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38230438,-6.380734747
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38230438,-6.380734747
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38230438,-6.380734747
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38618007,-6.384145319
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38490856,-6.383163933
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38495305,-6.383257087
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38501419,-6.383385682
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38505828,-6.383456305
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38512762,-6.383593608
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38519977,-6.383698791
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38406881,-6.381207629
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.3843522,-6.381523623
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38444179,-6.381609651
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38449134,-6.381658421
"Roselawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38490727,-6.382140585
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38549578,-6.382307641
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38529235,-6.381910294
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38593745,-6.381393421
"Rushbrook, Blanchardstown",Acer platanoides,Norway Maple,53.38613274,-6.381183548
"Sheephill Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.39964074,-6.373052971
"Sheephill Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.39974525,-6.373086119
"Springlawn Court, Blanchardstown",Acer platanoides,Norway Maple,53.38865134,-6.3853304
"Springlawn Court, Blanchardstown",Acer platanoides,Norway Maple,53.38843399,-6.385723731
"Springlawn Court, Blanchardstown",Acer platanoides,Norway Maple,53.3879495,-6.385805503
"Springlawn Court, Blanchardstown",Acer platanoides,Norway Maple,53.38824589,-6.386213204
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38797089,-6.384909137
"Springlawn Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38761477,-6.385506429
"Springlawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38820558,-6.383513768
"Springlawn Road, Blanchardstown",Acer platanoides,Norway Maple,53.38864255,-6.384216454
"Saint Brigid's Park, Blanchardstown",Acer platanoides,Norway Maple,53.38276385,-6.377137619
"Saint Brigid's Park, Blanchardstown",Acer platanoides,Norway Maple,53.38276385,-6.377137619
"Saint Patrick's Park, Blanchardstown",Acer platanoides,Norway Maple,53.38503951,-6.377339906
"Westway Close, Blanchardstown",Acer platanoides,Norway Maple,53.40141016,-6.369905173
"Westway Close, Blanchardstown",Acer platanoides,Norway Maple,53.4013853,-6.370242777
"Woodpark, Blanchardstown",Acer platanoides,Norway Maple,53.38356063,-6.370194127
"Woodvale Avenue, Blanchardstown",Acer platanoides,Norway Maple,53.39340888,-6.410089291
"Woodvale Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39454745,-6.409614472
"Woodvale Crescent, Blanchardstown",Acer platanoides,Norway Maple,53.39341139,-6.410547555
"Woodvale Grove, Blanchardstown",Acer platanoides,Norway Maple,53.39481148,-6.409683549
"Woodvale Grove, Blanchardstown",Acer platanoides,Norway Maple,53.39478099,-6.40993815
"Woodvale Grove, Blanchardstown",Acer platanoides,Norway Maple,53.39519802,-6.409512328
"Woodvale Park, Blanchardstown",Acer platanoides,Norway Maple,53.39615504,-6.407869643
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38642513,-6.422630062
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38686405,-6.423068806
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38645411,-6.42470185
"Porter's Gate Green, Blanchardstown",Acer platanoides,Norway Maple,53.38616855,-6.425117919
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38625717,-6.42374477
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38544191,-6.421251937
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38653504,-6.422739927
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38675395,-6.422958794
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38690958,-6.423114318
"Porter's Gate Green, Blanchardstown",Acer platanoides,Norway Maple,53.38600154,-6.424990917
"Porter's Gate Green, Blanchardstown",Acer platanoides,Norway Maple,53.38636023,-6.425295866
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.386355,-6.424566028
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38621169,-6.424369764
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.3866941,-6.424189159
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.3861487,-6.423634549
"Porter's Gate Drive, Blanchardstown",Acer platanoides,Norway Maple,53.38652159,-6.424013814
"Porter's Gate Green, Blanchardstown",Acer platanoides,Norway Maple,53.38600154,-6.424990917
"Porter's Gate Green, Blanchardstown",Acer platanoides,Norway Maple,53.38605214,-6.425026174
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38605523,-6.424198336
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38505129,-6.42180913
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38588557,-6.423524332
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.3858178,-6.423461906
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38578706,-6.423801073
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38531651,-6.422382936
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.3858178,-6.423461906
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38509058,-6.421905372
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.385134,-6.421125508
"Porter's Gate Court, Blanchardstown",Acer platanoides,Norway Maple,53.38577197,-6.423414151
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38596632,-6.424460445
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38578706,-6.423801073
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38578706,-6.423801073
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38611732,-6.422538788
"Westway View, Blanchardstown",Acer platanoides,Norway Maple,53.39979754,-6.369253868
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.37988098,-6.392219542
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.37968971,-6.391875241
"Glenville Drive, Blanchardstown",Acer platanoides,Norway Maple,53.3808222,-6.389882582
"Brompton Court, Blanchardstown",Acer platanoides,Norway Maple,53.38010874,-6.383762607
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38134151,-6.385878994
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38659519,-6.422389143
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38615418,-6.42243146
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38659519,-6.422389143
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38618127,-6.422352601
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38622488,-6.422225633
"Porter's Gate Close, Blanchardstown",Acer platanoides,Norway Maple,53.38622488,-6.422225633
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38708196,-6.42328666
"Porter's Gate Way, Blanchardstown",Acer platanoides,Norway Maple,53.38664441,-6.422849364
"Lohunda Downs, Blanchardstown",Acer platanoides,Norway Maple,53.3871811,-6.405791495
"Delwood Road, Blanchardstown",Platanus x acerifolia,London Plane,53.38112827,-6.386091754
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38083092,-6.388391565
"Broadway Grove, Blanchardstown",Acer platanoides,Norway Maple,53.39489536,-6.388139431
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.37980811,-6.391272803
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38013946,-6.391775479
"Delwood Road, Blanchardstown",Prunus incisa,Prunus incisa,53.38069749,-6.388060115
"Lohunda Downs, Blanchardstown",Acer platanoides,Norway Maple,53.38690297,-6.405911315
"Lohunda Downs, Blanchardstown",Acer platanoides,Norway Maple,53.38781512,-6.404021486
"Lohunda Downs, Blanchardstown",Acer platanoides,Norway Maple,53.38781155,-6.404264972
"Woodvale Avenue, Blanchardstown",Acer platanoides 'Crimson King',Norway Maple,53.39414535,-6.408921253
"Broadway Road, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38640521,-6.391005169
"Glenville Court, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38098412,-6.391848082
"Glenville Grove, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38168038,-6.388851967
"Glenville Road, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38182297,-6.386849079
"Broadway Grove, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.39490353,-6.388078988
"Broadway Grove, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.39490333,-6.388063962
"Glenville Green, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38262983,-6.385135587
"Glenville Road, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38189572,-6.386460534
"Broadway Road, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38643954,-6.390252644
