Sitename,SPECIES,COMMONNAME,LAT,LONG
"Willow Wood Close, Blanchardstown",Prunus serrulata,Japanese Cherry,53.39088135,-6.420817851
"Willow Wood Close, Blanchardstown",Prunus serrulata,Japanese Cherry,53.39089037,-6.420921991
"Willow Wood Close, Blanchardstown",Acer platanoides,Norway Maple,53.39087926,-6.421243639
"Stonebridge Drive, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.39067952,-6.425060299
"Stonebridge Drive, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.39072421,-6.424783261
"Stonebridge Drive, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.39064238,-6.424738632
"Stonebridge Drive, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.39060048,-6.424967764
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.39010133,-6.4252688
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.39006333,-6.425044425
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38999328,-6.424639651
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38995409,-6.424413519
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38992578,-6.424264097
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38981087,-6.423618822
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38974081,-6.423219615
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38971314,-6.423029737
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38967853,-6.422818167
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38964645,-6.422634014
"Stonebridge Road, Blanchardstown",Tilia spp.,Lime,53.38957833,-6.422212641
"Willow Wood Downs, Blanchardstown",Acer campestre,Field Maple,53.39078849,-6.414884825
"Willow Wood Downs, Blanchardstown",DEAD,DEAD,53.39052973,-6.414975166
"Willow Wood Downs, Blanchardstown","Acer campestre ""Streetwise""",Field Maple,53.3902763,-6.415054335
"Willow Wood Downs, Blanchardstown",Acer pseudoplatanus,Sycamore,53.39038513,-6.415149351
"Willow Wood Grove, Blanchardstown",DEAD,DEAD,53.39041302,-6.414137414
"Willow Wood Grove, Blanchardstown",DEAD,DEAD,53.39036685,-6.414294262
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39033408,-6.414432121
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39019099,-6.414888849
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39025295,-6.414682863
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39008524,-6.415269026
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.3899983,-6.41549608
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38983881,-6.415957018
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38971301,-6.416315837
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38965433,-6.416525453
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.3893241,-6.417508303
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38937746,-6.417317377
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38945792,-6.417095981
"Willow Wood Grove, Blanchardstown","Acer campestre ""Streetwise""",Field Maple,53.38921258,-6.417866585
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.389062,-6.418424428
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38905797,-6.418703561
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38905999,-6.418855755
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38907819,-6.418981645
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38917037,-6.419319594
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39039237,-6.41386851
"Willow Wood Grove, Blanchardstown",Acer platanoides,Norway Maple,53.39073273,-6.413975054
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39025108,-6.41438019
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.390125,-6.414792241
"Willow Wood Grove, Blanchardstown",Prunus serrulata,Japanese Cherry,53.38996779,-6.415262267
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38977171,-6.415864059
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.3896969,-6.41609081
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38942513,-6.416941171
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38916732,-6.417679318
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38928298,-6.419456715
"Willow Wood Grove, Blanchardstown",Prunus cerasifera 'Nigra',Myrobalan (Purple) P,53.38941531,-6.41950863
"Willow Wood Grove, Blanchardstown",Prunus cerasifera 'Nigra',Myrobalan (Purple) P,53.38949318,-6.419505743
"Willow Wood Grove, Blanchardstown",Prunus cerasifera 'Nigra',Myrobalan (Purple) P,53.38961165,-6.419508718
"Willow Wood Grove, Blanchardstown",Prunus cerasifera 'Nigra',Myrobalan (Purple) P,53.38986527,-6.419525022
"Willow Wood Grove, Blanchardstown",Prunus cerasifera 'Nigra',Myrobalan (Purple) P,53.3899913,-6.419514788
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38961288,-6.417038821
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38961115,-6.416657231
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38970195,-6.417134574
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38981107,-6.417259045
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38965085,-6.416920014
"Willow Wood View, Hartstown",Prunus serrulata,Japanese Cherry,53.39030839,-6.418055164
"Willow Wood View, Hartstown",Sorbus aria,Whitebeam,53.38971069,-6.41831589
"Willow Wood Grove, Blanchardstown",Acer platanoides,Norway Maple,53.38927936,-6.417359498
"Willow Wood View, Hartstown",Acer platanoides,Norway Maple,53.38986966,-6.418058663
"Willow Wood View, Hartstown",Sorbus aria,Whitebeam,53.38982957,-6.41776658
"Willow Wood Grove, Blanchardstown",Prunus serrulata,Japanese Cherry,53.38991171,-6.417835084
"Willow Wood Grove, Blanchardstown",Betula pendula,Silver Birch,53.38997754,-6.417588525
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38987344,-6.417165035
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39018085,-6.417124162
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39037245,-6.416766505
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39074752,-6.416014956
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39048108,-6.416353302
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39040939,-6.416489898
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39032021,-6.416629099
"Willow Wood View, Hartstown",Sorbus aria,Whitebeam,53.3906661,-6.416082166
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39013593,-6.416962433
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39003836,-6.417133059
"Willow Wood View, Hartstown",Acer platanoides 'Globosum',Mop-Head Maple,53.39077679,-6.416155169
"Willow Wood Grove, Blanchardstown",Acer platanoides 'Globosum',Mop-Head Maple,53.38989237,-6.41578081
"Willow Wood Grove, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38973411,-6.415590226
"Willow Wood Grove, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38966058,-6.415506826
"Willow Wood Grove, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38955187,-6.41541361
"Willow Wood Grove, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38944311,-6.41531664
"Willow Wood Grove, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38949263,-6.41516809
"Willows Court, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38946383,-6.414982017
"Willows Court, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38948139,-6.414904102
"Willows Court, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38950145,-6.414844583
"Willow Wood Grove, Blanchardstown","Acer campestre ""Streetwise""",Field Maple,53.39007904,-6.414964562
"Willow Wood Grove, Blanchardstown","Acer campestre ""Streetwise""",Field Maple,53.38952784,-6.414768444
"Willows Court, Hartstown","Willows Court, Hartstown","Willows Court, Harts",53.38953313,-6.414753517
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38959208,-6.414564181
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38965868,-6.414376364
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.3897058,-6.414209414
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38975704,-6.414022317
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38965117,-6.414060978
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38961873,-6.414175974
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38952514,-6.41447678
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38943353,-6.414764585
"Willows Court, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38939533,-6.414865063
"Willows Court, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38936001,-6.414932515
"Willows Court, Hartstown",Salix spp.,Willow,53.38935623,-6.415141744
"Willows Drive, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38924621,-6.415200547
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38923592,-6.415338619
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38919173,-6.415475996
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38915901,-6.415576269
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38912838,-6.415665492
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38900999,-6.416000131
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38906813,-6.415838337
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38896143,-6.416146989
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38886762,-6.416431109
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38870473,-6.417218938
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38887333,-6.416698906
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38894448,-6.416521901
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38905613,-6.416172783
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38917552,-6.415825178
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38923778,-6.415641285
"Willows Drive, Hartstown","Acer campestre ""Streetwise""",Field Maple,53.38964894,-6.416207584
"Willows Road, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38916951,-6.415067663
"Willows Road, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38906606,-6.414957721
"Willows Road, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38896273,-6.414856943
"Willows Road, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38900253,-6.414714167
"Willows Road, Hartstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38910905,-6.414812121
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.38876472,-6.414974784
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.38870327,-6.415138654
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.3886633,-6.415268507
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.3886066,-6.415457754
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.388552,-6.415643316
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.38849237,-6.415781263
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.38904509,-6.414116738
"Willows Green, Hartstown",Tilia cordata 'Greenspire',Small-Leafed Lime,53.38897758,-6.414324728
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38900093,-6.413931239
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38887429,-6.413976233
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38867769,-6.414038561
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38852934,-6.414106607
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38844823,-6.41427106
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38839148,-6.414463916
"Willows Green, Hartstown",Castanea sativa,Sweet (Spanish) Ches,53.38819485,-6.415179495
"Willows Green, Hartstown",Castanea sativa,Sweet (Spanish) Ches,53.38825516,-6.41526173
"Willows Green, Hartstown",Robinia pseudocacia,Locust Tree (False A,53.38879603,-6.414856224
"Willows Green, Hartstown",Robinia pseudocacia,Locust Tree (False A,53.38821116,-6.41533852
"Willows Green, Hartstown",Acer pseudoplatanus,Sycamore,53.38824121,-6.415537468
"Willows Green, Hartstown",Acer platanoides,Norway Maple,53.38826883,-6.415796933
"Willows Green, Hartstown",Salix 'Chrysocoma',Weeping willow,53.38839307,-6.415489588
"Willows Green, Hartstown",Salix 'Chrysocoma',Weeping willow,53.38842618,-6.415418614
"Willows Green, Hartstown",Acer saccharinum,Silver Maple,53.38865235,-6.414944238
"Willows Green, Hartstown",Acer platanoides,Norway Maple,53.3887008,-6.414790019
"Willows Green, Hartstown",Acer saccharinum,Silver Maple,53.38874804,-6.414632388
"Willows Green, Hartstown",Acer platanoides,Norway Maple,53.38878906,-6.414500541
"Willows Green, Hartstown",Acer platanoides,Norway Maple,53.38883477,-6.414390615
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37238429,-6.343239094
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37242523,-6.343385958
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37246871,-6.34355301
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.3725113,-6.343701764
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37255252,-6.343861691
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37259239,-6.344008599
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37263419,-6.34417767
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37268147,-6.344340819
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37272306,-6.344495173
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37276914,-6.344649205
"Chesterfield View, Castleknock",Tilia cordata,Small-Leafed Lime,53.37281408,-6.344805233
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37288186,-6.345105225
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37291879,-6.34524143
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37296158,-6.345397543
"Chesterfield View, Castleknock",Tilia x europaea,Common Lime,53.37286741,-6.345333278
"Chesterfield Park, Castleknock",Tilia cordata,Small-Leafed Lime,53.37265015,-6.345172813
"Chesterfield Park, Castleknock",Tilia cordata,Small-Leafed Lime,53.37255861,-6.345136095
"Chesterfield Park, Castleknock",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.37237406,-6.345040476
"Chesterfield Park, Castleknock",Prunus serrulata,Japanese Cherry,53.37230218,-6.344995633
"Chesterfield Park, Castleknock",Carpinus betulus 'Fastigiata',Hornbeam,53.37225143,-6.344977466
"Chesterfield Park, Castleknock",Carpinus betulus 'Fastigiata',Hornbeam,53.37217852,-6.344936269
"Chesterfield Park, Castleknock",Carpinus betulus 'Fastigiata',Hornbeam,53.37209338,-6.344888184
"Chesterfield Park, Castleknock",Carpinus betulus 'Fastigiata',Hornbeam,53.37197485,-6.344810291
"Chesterfield Park, Castleknock",Carpinus betulus,Hornbeam,53.37197162,-6.344810416
"Chesterfield Park, Castleknock",Carpinus betulus,Hornbeam,53.37180053,-6.34473261
"Chesterfield Park, Castleknock",Cedrus deodara,Deodar,53.37156557,-6.344560217
"Chesterfield Copse, Castleknock",Tilia cordata,Small-Leafed Lime,53.3718074,-6.344444454
"Chesterfield Copse, Castleknock",Tilia cordata,Small-Leafed Lime,53.37184039,-6.344212082
"Willow Wood Grove, Blanchardstown",Prunus serrulata,Japanese Cherry,53.38977244,-6.41800545
"Willows Green, Hartstown",Fraxinus excelsior,Common Ash,53.38825141,-6.414979283
"Willows Green, Hartstown",Aesculus hippocastanum,Horse Chestnut,53.38824901,-6.415129833
"Coolmine Close, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.38242427,-6.393380115
"Coolmine Close, Blanchardstown",Acer pseudoplatanus,Sycamore,53.38240109,-6.393780914
"Coolmine Close, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38240362,-6.393641498
"Coolmine Close, Blanchardstown",Fraxinus excelsior,Common Ash,53.38239719,-6.393898588
"Coolmine Close, Blanchardstown",Fraxinus excelsior,Common Ash,53.38239244,-6.394032677
"Coolmine Close, Blanchardstown",Tilia cordata,Small-Leafed Lime,53.38230789,-6.394026692
"Coolmine Close, Blanchardstown",Sorbus aucuparia,Rowan (Mountain Ash),53.38231959,-6.393673969
"Coolmine Close, Blanchardstown",Acer pseudoplatanus,Sycamore,53.38232848,-6.393433319
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37187791,-6.343988698
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37196158,-6.343459103
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37197768,-6.343278771
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37199607,-6.343101957
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37192816,-6.343660241
"Chesterfield Copse, Castleknock",Tilia x europaea,Common Lime,53.37201897,-6.342932331
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37183304,-6.343695487
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37176158,-6.343687292
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37170777,-6.343682018
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37159672,-6.343664241
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37153298,-6.343655748
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37144139,-6.343615279
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37142541,-6.343725884
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37152145,-6.343769937
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37159085,-6.343791134
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.3717273,-6.343820547
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37179533,-6.343827222
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37134735,-6.343838599
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37131906,-6.344013993
"Chesterfield Grove, Castleknock",Carpinus betulus,Hornbeam,53.37129493,-6.344172696
"Chesterfield Grove, Castleknock",Carpinus betulus,Hornbeam,53.3712741,-6.344329317
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37125203,-6.344480576
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37116502,-6.34437577
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37121243,-6.344074926
"Chesterfield Grove, Castleknock",Fraxinus excelsior,Common Ash,53.37124915,-6.34380034
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37129918,-6.343488425
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37132246,-6.343346283
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37135781,-6.342967021
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37138605,-6.342788024
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.3714364,-6.343255613
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37147316,-6.342900187
"Chesterfield Close, Castleknock",Fraxinus angustifolia,Narrow-Leafed Ash,53.37140565,-6.343493458
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.3712023,-6.343461384
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37112717,-6.34342208
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.3710731,-6.343398485
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37096497,-6.343351298
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.3708986,-6.343308047
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37081927,-6.343283632
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37079092,-6.343137936
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37082634,-6.342925607
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37086297,-6.342561025
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37088139,-6.342386168
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37080345,-6.343412561
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37088395,-6.343444294
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37096336,-6.343474266
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37105076,-6.343524063
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37111596,-6.343559997
"Chesterfield Avenue, Castleknock",Carpinus betulus,Hornbeam,53.37118574,-6.343608675
"Chesterfield Close, Castleknock",Prunus cerasifera,Myrobalan Plum,53.37148718,-6.342725498
,Tilia spp.,Lime,53.40355051,-6.241059961
,Tilia spp.,Lime,53.40342051,-6.241055702
,Tilia spp.,Lime,53.40330942,-6.241170207
,Tilia spp.,Lime,53.40316118,-6.241324589
,Tilia spp.,Lime,53.40296998,-6.241485251
,Tilia spp.,Lime,53.40307012,-6.241401725
,Aesculus hippocastanum,Horse Chestnut,53.40306222,-6.241158906
,Aesculus hippocastanum,Horse Chestnut,53.40318756,-6.241041408
,Tilia spp.,Lime,53.40282782,-6.24163111
,Acer pseudoplatanus,Sycamore,53.40281568,-6.241404857
,Ulmus spp.,Elm,53.40266887,-6.241565191
,Fraxinus excelsior,Common Ash,53.4025954,-6.241640698
,Fagus sylvatica,Common Beech,53.40261561,-6.241823312
,Fraxinus excelsior,Common Ash,53.40252442,-6.241885867
,Acer pseudoplatanus,Sycamore,53.40237696,-6.242002018
,Fagus sylvatica,Common Beech,53.40225991,-6.242102326
,Fraxinus excelsior,Common Ash,53.40216357,-6.242113668
,Fagus sylvatica,Common Beech,53.40220225,-6.242354312
,Fagus sylvatica,Common Beech,53.40228292,-6.24246857
,Acer pseudoplatanus,Sycamore,53.40205263,-6.242323792
"Delwood Road, Blanchardstown",Acer saccharinum,Silver Maple,53.37990626,-6.391615051
"Delwood Road, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.37986494,-6.391882611
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.37978831,-6.392217473
"Delwood Road, Blanchardstown",Platanus x acerifolia,London Plane,53.37993404,-6.39196251
"Delwood Road, Blanchardstown",Acer pseudoplatanus,Sycamore,53.37998024,-6.391729634
"Delwood Road, Blanchardstown",Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,53.38002737,-6.39148019
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38007983,-6.391224984
"Delwood Road, Blanchardstown",Acer saccharinum,Silver Maple,53.3801632,-6.390737626
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38021382,-6.390506382
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38026962,-6.390252851
"Delwood Road, Blanchardstown",Acer saccharinum,Silver Maple,53.38041077,-6.389572446
"Delwood Road, Blanchardstown",Acer saccharinum,Silver Maple,53.38044965,-6.389363735
"Delwood Road, Blanchardstown",Acer platanoides,Norway Maple,53.38000415,-6.391143529
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37961637,-6.359129698
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37970838,-6.359122553
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.3797143,-6.359311231
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37959376,-6.359321427
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37942823,-6.359327794
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37942821,-6.359325991
"Woodview Park, Castleknock",Betula spp.,Birch,53.37942483,-6.359322364
"Woodview Park, Castleknock",Betula spp.,Birch,53.37935698,-6.359328731
"Woodview Park, Castleknock",Betula spp.,Birch,53.37935809,-6.359330491
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37959373,-6.359319624
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37959598,-6.359319538
"Woodview Park, Castleknock",Sorbus aucuparia,Rowan (Mountain Ash),53.37959698,-6.359313939
"Woodview Park, Castleknock",Betula spp.,Birch,53.37924295,-6.35933492
"Woodview Park, Castleknock",Betula spp.,Birch,53.3791193,-6.359354403
"Woodview Park, Castleknock",Betula spp.,Birch,53.3790172,-6.359352769
"Woodview Park, Castleknock",Betula spp.,Birch,53.37880579,-6.359368265
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37872511,-6.359565829
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37880689,-6.359370025
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37860239,-6.359737508
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37844792,-6.359750661
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37835917,-6.359759634
"Woodview Park, Castleknock",Betula pendula,Silver Birch,53.37823949,-6.359668809
